Record_ID,Process_ID,Process_Name,Machine_ID,Cycle_Time_min,Setup_Time_min,Waiting_Time_min,Defect_Rate,Inventory_Level,Machine_Utilization,Production_Output_units_hr,Lead_Time_min,Efficiency_Score,Is_Bottleneck,Shift,Day_Of_Week,Process_Enc,Machine_Enc,Shift_Enc,Util_x_CycleTime,Wait_to_Cycle_Ratio,Total_Process_Time,Defect_x_Output,High_Inventory,Log_Lead_Time,Log_Waiting
1069,P03,Forming,M09,10.95,2.2,0.21,0.0493,11,0.4997,3.25,12.02,59.25,0,Morning,4,3,8,1,5.471715,0.019178064677566505,13.36,0.16022499999999998,0,2.5664866367804233,0.19062035960864973
1070,P04,Welding,M10,24.61,9.25,99.14,0.1339,112,0.6486,1.03,133.67,42.27,1,Night,5,9,9,2,15.962045999999999,4.02844208515153,133.0,0.13791699999999998,1,4.9028273414619505,4.606569206901798
1071,P07,Quality Inspection,M04,10.65,0.96,22.77,0.0998,7,0.8508,4.42,32.2,78.34,1,Night,3,5,3,2,9.061020000000001,2.1380261614777827,34.379999999999995,0.441116,0,3.502549875922443,3.1684242813721024
1072,P06,Assembly,M01,23.9,4.09,0.06,0.1101,17,0.5967,1.35,29.16,53.79,1,Afternoon,4,0,0,0,14.26113,0.002510459200644686,28.049999999999997,0.14863500000000002,0,3.4065165431397553,0.05826890812397577
1073,P06,Assembly,M02,21.59,9.33,2.48,0.2335,58,0.8943,1.31,32.28,47.16,1,Night,4,0,1,2,19.307937,0.11486794123763723,33.4,0.305885,1,3.5049566159530077,1.247032293786383
1074,P06,Assembly,M02,27.91,15.42,56.45,0.1159,15,0.66,1.41,97.4,65.48,1,Afternoon,1,0,1,0,18.4206,2.022571829963515,99.78,0.163419,0,4.589040804058207,4.050915004294764
1075,P02,Cutting,M02,15.27,0.54,3.21,0.141,5,0.6557,2.11,18.27,53.81,1,Morning,5,1,1,1,10.012538999999999,0.2102159723536527,19.02,0.29750999999999994,0,2.958549482426275,1.43746264769429
1076,P09,Storage,M08,3.81,4.95,7.17,0.1509,4,0.4178,5.18,15.12,32.91,1,Night,2,7,7,2,1.591818,1.8818848244492796,15.93,0.781662,0,2.780060737078482,2.1004689088719113
1077,P07,Quality Inspection,M09,9.18,7.78,43.32,0.1062,30,0.5802,4.21,60.84,64.38,1,Morning,4,5,8,1,5.326236000000001,4.718949107898576,60.28,0.447102,0,4.124550404279167,3.7914360424390283
1078,P04,Welding,M07,19.69,12.75,43.69,0.1244,49,0.7149,1.77,75.35,57.97,1,Morning,5,9,6,1,14.076381000000001,2.2188917120915628,76.13,0.220188,1,4.335328031664641,3.79974976294536
1079,P03,Forming,M07,16.61,6.65,1.59,0.1623,74,0.4213,1.88,24.69,52.12,1,Morning,4,3,6,1,6.997793,0.09572540895520233,24.849999999999998,0.305124,1,3.2461018111217923,0.9516578757114464
1080,P05,Surface Treatment,M04,19.31,17.63,2.51,0.0802,1,0.4612,1.0,41.11,32.04,0,Morning,4,8,3,1,8.905771999999999,0.12998439669373552,39.449999999999996,0.0802,0,3.740285242173836,1.2556160374777743
1081,P09,Storage,M09,3.11,5.53,3.39,0.1686,34,0.8671,13.18,13.51,68.35,1,Morning,5,7,8,1,2.696681,1.0900286494255647,12.030000000000001,2.222148,0,2.6748380668960965,1.4793292270870801
1082,P03,Forming,M05,14.71,0.89,2.06,0.1329,24,0.7597,2.54,16.86,62.33,1,Night,1,3,4,2,11.175187000000001,0.14004069337818262,17.66,0.337566,0,2.882563575448353,1.1184149159642893
1083,P05,Surface Treatment,M05,16.44,0.5,1.56,0.1485,5,0.5485,1.72,18.87,47.24,1,Morning,1,8,4,1,9.01734,0.09489045322965131,18.5,0.25542,0,2.9892110565637253,0.9400072584914712
1084,P06,Assembly,M06,27.6,3.86,4.92,0.0907,161,0.7747,0.64,36.14,29.49,0,Morning,1,0,5,1,21.38172,0.1782608049779692,36.38,0.058048,1,3.61469455592456,1.7783364488959144
1085,P06,Assembly,M04,29.37,0.5,43.29,0.2026,5,0.6902,0.47,73.31,22.81,1,Morning,3,0,3,1,20.271174000000002,1.4739525114223657,73.16,0.095222,0,4.308245532169378,3.790758917935107
1086,P03,Forming,M08,16.87,0.5,11.94,0.0642,0,0.6705,2.57,28.48,72.26,0,Afternoon,5,3,7,0,11.311335,0.7077648442413489,29.310000000000002,0.16499399999999997,0,3.383712067321136,2.5603232890727545
1087,P08,Packaging,M02,6.9,0.73,5.45,0.0979,0,0.4375,2.87,13.9,32.97,0,Afternoon,1,4,1,0,3.0187500000000003,0.7898539277479308,13.080000000000002,0.28097300000000003,0,2.7013612129514133,1.864080130807681
1088,P02,Cutting,M07,8.56,0.5,3.33,0.0789,9,0.6048,4.54,11.98,64.73,0,Morning,2,1,6,1,5.177088,0.38901823712822764,12.39,0.35820599999999997,0,2.563409711275944,1.4655675420143985
1089,P03,Forming,M10,20.68,5.81,2.5,0.1636,22,0.3125,1.44,28.38,49.66,1,Afternoon,5,3,9,0,6.4625,0.12088969009202608,28.99,0.235584,0,3.380314170745731,1.252762968495368
1090,P02,Cutting,M04,12.98,1.21,10.05,0.1233,3,0.6179,2.63,23.99,56.82,1,Morning,3,1,3,1,8.020342000000001,0.7742675082684837,24.240000000000002,0.324279,0,3.218475744846861,2.402430427963762
1091,P02,Cutting,M08,12.8,9.9,7.39,0.0836,2,0.5775,2.26,29.87,48.17,0,Afternoon,3,1,7,0,7.392,0.5773432989505477,30.090000000000003,0.18893599999999997,0,3.429784838514068,2.127040520479115
1092,P09,Storage,M03,2.42,6.01,6.4,0.2459,18,0.7215,13.28,15.56,53.62,1,Night,2,7,2,2,1.74603,2.644617171003426,14.83,3.265552,0,2.8069901489571136,2.0014800002101243
1093,P08,Packaging,M05,6.29,0.58,5.21,0.0844,25,0.6578,4.94,12.07,51.79,0,Night,3,4,4,2,4.137562,0.8282975702741332,12.08,0.41693600000000003,0,2.570319527636131,1.8261608959453874
1094,P06,Assembly,M02,13.96,3.12,3.95,0.1224,36,0.8284,3.11,21.79,72.45,1,Afternoon,3,0,1,0,11.564464000000001,0.28295108671125596,21.03,0.38066399999999995,0,3.126321843257593,1.599387576580599
1095,P05,Surface Treatment,M09,16.07,6.23,18.03,0.1287,17,0.5714,1.64,39.72,43.93,1,Morning,2,8,8,1,9.182398000000001,1.1219656988390176,40.33,0.211068,0,3.7067193722422673,2.946016681308058
1096,P05,Surface Treatment,M03,15.77,1.75,12.16,0.0591,62,0.6328,1.81,28.47,47.51,0,Afternoon,3,8,2,0,9.979256,0.7710838483932477,29.68,0.106971,1,3.3833727967496032,2.5771819258971713
1097,P07,Quality Inspection,M05,12.72,8.55,32.02,0.1476,147,0.6041,2.5,54.83,53.04,1,Night,2,5,4,2,7.684152,2.5172936184798598,53.290000000000006,0.369,1,4.022311359322269,3.497113438491982
1098,P09,Storage,M06,3.9,2.11,0.73,0.0635,15,0.678,10.12,5.57,65.8,0,Afternoon,1,7,5,0,2.6442,0.1871790072333148,6.74,0.64262,0,1.8825138324965192,0.5481214085096876
1099,P09,Storage,M02,3.03,1.06,5.01,0.0821,35,0.6352,12.15,9.52,61.36,0,Morning,4,7,1,1,1.924656,1.6534598895713215,9.1,0.9975150000000002,0,2.3532782073095637,1.7934247485471162
1100,P07,Quality Inspection,M05,10.36,2.61,1.29,0.1387,17,0.5919,2.35,15.28,40.64,1,Afternoon,3,5,4,0,6.132084,0.12451725432697461,14.259999999999998,0.325945,0,2.7899373605743945,0.8285518175661483
1101,P09,Storage,M03,4.22,1.19,6.84,0.1431,16,0.8184,10.02,12.57,70.51,1,Morning,3,7,2,1,3.453648,1.620849239693745,12.25,1.433862,0,2.6078614738467776,2.0592388343623163
1102,P10,Dispatch,M09,5.33,9.42,6.42,0.1936,6,0.5888,5.94,20.28,52.7,1,Afternoon,4,2,8,0,3.138304,1.2045005544079654,21.17,1.1499840000000001,0,3.0577676644734435,2.004179057179289
1103,P06,Assembly,M01,20.08,1.18,27.07,0.1326,11,0.5351,1.89,48.6,63.12,1,Night,3,0,0,2,10.744807999999999,1.3481068983531383,48.33,0.250614,0,3.903990833730882,3.334701390373791
1104,P07,Quality Inspection,M04,12.03,1.86,4.22,0.114,34,0.7875,3.93,17.82,78.78,1,Afternoon,3,5,3,0,9.473624999999998,0.3507894008400658,18.11,0.44802000000000003,0,2.9349201341572337,1.6524974018945473
1105,P06,Assembly,M01,26.9,2.24,4.98,0.1127,94,0.6438,1.13,33.33,50.51,1,Afternoon,3,0,0,0,17.31822,0.18513004270258637,34.120000000000005,0.127351,1,3.5360196074696004,1.7884205679625405
1106,P08,Packaging,M02,9.99,2.29,19.92,0.0852,37,0.5809,3.24,33.29,53.91,1,Morning,5,4,1,1,5.803191,1.9939919980060081,32.2,0.276048,0,3.534853766474829,3.040705639196722
1107,P01,Raw Material Intake,M04,5.8,2.79,11.03,0.0944,36,0.4368,4.26,19.23,41.19,0,Morning,5,6,3,1,2.53344,1.9017208591019672,19.619999999999997,0.40214399999999995,0,3.007166651179654,2.4874035299865875
1108,P10,Dispatch,M03,4.57,4.59,3.29,0.0533,18,0.6349,7.71,12.58,58.79,0,Morning,4,2,2,1,2.9014930000000003,0.7199108973503341,12.45,0.410943,0,2.60859812213055,1.4562867329399256
1109,P01,Raw Material Intake,M02,6.09,3.35,9.83,0.1057,22,0.1938,0.85,18.81,8.63,1,Morning,5,6,1,1,1.180242,1.6141188602317567,19.27,0.089845,0,2.9861868607104594,2.382320061012899
1110,P01,Raw Material Intake,M10,4.71,0.61,0.75,0.0572,39,0.7274,9.91,5.22,77.8,0,Night,1,6,9,2,3.426054,0.15923533071055052,6.07,0.566852,1,1.827769906751088,0.5596157879354227
1111,P02,Cutting,M02,12.36,9.56,3.03,0.0754,33,0.4307,1.29,25.87,26.59,0,Night,1,1,1,2,5.3234520000000005,0.24514543273023243,24.950000000000003,0.09726599999999999,0,3.2910104226273997,1.3937663759585914
1112,P06,Assembly,M04,34.28,5.94,8.85,0.1483,24,0.5882,0.91,48.05,52.09,1,Morning,3,0,3,1,20.163496,0.25816795269312925,49.07,0.134953,0,3.892840186011372,2.2874714551839976
1113,P07,Quality Inspection,M04,12.08,0.5,0.32,0.1095,42,0.538,2.81,12.95,56.69,1,Night,3,5,3,2,6.499040000000001,0.026490044296320948,12.9,0.307695,1,2.6354795082673745,0.2776317365982795
1114,P06,Assembly,M05,23.48,0.5,0.17,0.1246,45,0.7508,1.47,24.38,57.5,1,Afternoon,4,0,4,0,17.628784,0.007240201345740484,24.150000000000002,0.183162,1,3.2339614622862416,0.15700374880966478
1115,P01,Raw Material Intake,M04,4.73,3.36,0.05,0.1109,3,0.6134,7.13,7.78,56.15,1,Afternoon,4,6,3,0,2.901382,0.01057080217589392,8.14,0.790717,0,2.1724764076470255,0.048790164169432
1116,P04,Welding,M01,11.13,11.08,1.7,0.2395,85,0.8065,2.64,24.9,49.08,1,Night,4,9,0,2,8.976345,0.15274020418669884,23.91,0.63228,1,3.254242968705492,0.9932517730102833
1117,P05,Surface Treatment,M07,18.06,11.32,2.13,0.1217,27,0.7081,1.11,31.0,33.49,1,Night,5,8,6,2,12.788285999999998,0.11794013403093355,31.509999999999998,0.135087,0,3.4657359027997265,1.1410330045520618
1118,P08,Packaging,M07,10.15,1.0,6.42,0.0659,83,0.7739,4.77,16.05,80.64,0,Morning,4,4,6,1,7.855085000000001,0.6325116921067073,17.57,0.314343,1,2.8361502037295256,2.004179057179289
1119,P07,Quality Inspection,M06,9.31,0.5,6.92,0.1559,17,0.7799,4.01,18.31,62.17,1,Morning,2,5,5,1,7.2608690000000005,0.7432859900257894,16.73,0.625159,0,2.960623096440423,2.0693912058263346
1120,P01,Raw Material Intake,M09,5.38,9.15,7.57,0.0919,14,0.7636,8.44,21.65,75.57,0,Morning,5,6,8,1,4.108168,1.4070605816717814,22.1,0.7756359999999999,0,3.120159851929043,2.1482677326096886
1121,P05,Surface Treatment,M09,24.44,3.7,1.01,0.0932,58,0.4133,0.59,30.83,24.1,0,Afternoon,3,8,8,0,10.101052000000001,0.0413256786719809,29.150000000000002,0.054988,1,3.4604092412940015,0.6981347220709844
1122,P04,Welding,M03,17.53,0.91,0.38,0.083,13,0.8657,3.31,20.13,96.62,0,Morning,2,9,2,1,15.175721000000001,0.021677112562970585,18.82,0.27473000000000003,0,3.0506938316279655,0.3220834991691133
1123,P05,Surface Treatment,M04,14.75,2.6,3.6,0.07,21,0.5581,1.84,19.39,45.21,0,Afternoon,3,8,3,0,8.231975,0.24406763114058908,20.950000000000003,0.12880000000000003,0,3.015044584586364,1.5260563034950492
1124,P06,Assembly,M02,28.05,4.82,1.45,0.0885,10,0.6044,1.51,34.01,70.71,0,Morning,5,0,1,1,16.95342,0.05169338620556641,34.32000000000001,0.133635,0,3.555633734966574,0.8960880245566356
1125,P04,Welding,M05,17.82,0.5,18.98,0.2236,64,0.6168,2.01,37.34,59.71,1,Afternoon,2,9,4,0,10.991376,1.065094800732435,37.3,0.44943599999999995,1,3.6464937376174986,2.9947317732204075
1126,P05,Surface Treatment,M04,13.73,1.5,6.0,0.0421,20,0.6764,2.82,24.6,64.58,0,Morning,4,8,3,1,9.286972,0.43699895338750666,21.23,0.118722,0,3.242592351485517,1.9459101490553132
1127,P09,Storage,M03,2.81,9.94,1.0,0.1464,2,0.7202,14.02,13.24,65.76,1,Afternoon,2,7,2,0,2.023762,0.35587061967751005,13.75,2.052528,0,2.65605490598383,0.6931471805599453
1128,P09,Storage,M04,3.23,1.46,8.51,0.1851,52,0.8747,13.13,12.42,70.76,1,Afternoon,3,7,3,0,2.825281,2.6346667657375673,13.2,2.430363,1,2.5967461315435356,2.252343876557299
1129,P03,Forming,M10,14.78,0.5,0.99,0.0854,50,0.5274,1.15,15.13,28.34,0,Morning,1,3,9,1,7.794972,0.06698236334075552,16.27,0.09820999999999999,1,2.7806808921371178,0.688134638736401
1130,P04,Welding,M01,20.35,4.84,21.85,0.177,43,0.7575,2.13,45.53,72.24,1,Afternoon,5,9,0,0,15.415125,1.0737095460886752,47.040000000000006,0.37700999999999996,1,3.8400972658565573,3.128951117340214
1131,P03,Forming,M06,13.76,3.03,7.71,0.0978,70,0.5213,1.91,24.18,43.89,0,Afternoon,4,3,5,0,7.173088,0.5603193602330231,24.5,0.186798,1,3.2260500286162013,2.1644717908644115
1132,P01,Raw Material Intake,M05,3.78,6.06,5.44,0.041,12,0.3249,5.31,16.73,33.43,0,Afternoon,3,6,4,0,1.228122,1.439149631879281,15.280000000000001,0.21771,0,2.8752581200861167,1.8625285401162623
1133,P03,Forming,M04,14.66,16.26,3.07,0.0365,21,0.3856,2.0,33.19,48.91,0,Afternoon,3,3,3,0,5.652896,0.20941322686683023,33.99,0.073,0,3.5319332036512097,1.4036429994545037
1134,P09,Storage,M03,3.86,17.26,0.28,0.0983,3,0.4003,5.92,20.84,38.03,0,Afternoon,4,7,2,0,1.5451579999999998,0.07253867217960576,21.400000000000002,0.581936,0,3.083743150876704,0.2468600779315258
1135,P10,Dispatch,M08,6.69,2.3,5.37,0.0444,8,0.7678,6.02,14.7,67.21,0,Night,4,2,7,2,5.136582000000001,0.8026893831249878,14.36,0.26728799999999997,0,2.7536607123542622,1.851599469584072
1136,P01,Raw Material Intake,M07,4.96,12.65,3.05,0.0889,7,0.4713,5.31,19.93,43.9,0,Night,2,6,6,2,2.337648,0.6149181150844454,20.66,0.472059,0,3.0411835364579085,1.3987168811184478
1137,P09,Storage,M10,2.87,11.14,4.8,0.0369,11,0.4525,8.93,20.2,42.72,0,Morning,4,7,9,1,1.298675,1.6724680401810446,18.810000000000002,0.329517,0,3.054001181677967,1.7578579175523736
1138,P10,Dispatch,M09,5.46,8.05,1.34,0.1247,7,0.2129,2.47,15.64,22.48,1,Night,4,2,8,2,1.162434,0.2454207959326082,14.850000000000001,0.30800900000000003,0,2.8118094353930627,0.8501509293696101
1139,P02,Cutting,M03,15.67,18.32,11.43,0.1005,0,0.5491,0.63,45.43,16.48,1,Night,1,1,2,2,8.604397,0.7294188070077811,45.42,0.06331500000000001,0,3.8379458020318302,2.5201129055226197
1140,P03,Forming,M06,10.99,1.18,0.95,0.0556,3,0.6823,3.61,14.49,66.18,0,Afternoon,5,3,5,0,7.498477,0.08644214154491214,13.12,0.20071599999999998,0,2.740194654428777,0.6678293725756554
1141,P07,Quality Inspection,M05,11.01,2.64,15.43,0.1156,3,0.6743,2.52,28.1,46.32,1,Morning,2,5,4,1,7.424043,1.4014519514514518,29.08,0.291312,0,3.370738174177447,2.799108932049177
1142,P05,Surface Treatment,M05,23.01,0.5,1.1,0.0996,53,0.7323,1.82,25.09,69.76,0,Night,5,8,4,2,16.850223,0.04780528126671827,24.610000000000003,0.181272,1,3.261552099148637,0.7419373447293773
1143,P10,Dispatch,M02,5.79,2.86,0.98,0.0932,4,0.663,6.11,9.68,58.95,0,Afternoon,2,2,1,0,3.8387700000000002,0.1692570479152886,9.63,0.5694520000000001,0,2.3683728335320486,0.6830968447064438
1144,P10,Dispatch,M09,4.84,1.63,4.31,0.087,27,0.4288,5.32,11.64,42.93,0,Morning,5,2,8,1,2.075392,0.8904940279049011,10.78,0.46284,0,2.5368663887187113,1.6695918352538475
1145,P09,Storage,M06,2.48,7.32,9.95,0.1604,8,0.7666,15.3,20.25,63.24,1,Night,2,7,5,2,1.9011679999999997,4.0120805964492074,19.75,2.45412,0,3.056356895370426,2.3933394562625097
1146,P01,Raw Material Intake,M10,5.95,0.5,4.37,0.1063,0,0.7921,7.01,11.1,69.54,1,Morning,3,6,9,1,4.712995,0.7344525471385763,10.82,0.745163,0,2.4932054526026954,1.6808279085207734
1147,P10,Dispatch,M01,6.11,3.99,5.26,0.0704,15,0.63,5.32,17.06,54.19,0,Afternoon,3,2,0,0,3.8493000000000004,0.8608823880811979,15.360000000000001,0.374528,0,2.8936995479888394,1.8341801851120072
1148,P06,Assembly,M03,29.12,4.19,33.56,0.1207,0,0.713,1.57,68.07,76.22,1,Afternoon,1,0,2,0,20.76256,1.1524721317059987,66.87,0.189499,0,4.235120483100881,3.542696943935855
1149,P05,Surface Treatment,M08,14.26,2.18,2.0,0.066,32,0.8427,2.56,16.44,60.94,0,Night,3,8,7,2,12.016902,0.14025235606426645,18.44,0.16896,0,2.8587664184808337,1.0986122886681098
1150,P02,Cutting,M01,13.25,4.29,4.16,0.0544,35,0.3894,1.44,21.4,31.75,0,Morning,2,1,0,1,5.15955,0.31396202719847005,21.7,0.07833599999999999,0,3.109060958860994,1.6409365794934714
1151,P09,Storage,M06,3.55,0.5,12.5,0.0821,1,0.4795,7.0,14.4,41.39,0,Afternoon,2,7,5,0,1.7022249999999999,3.521116841924389,16.55,0.5747,0,2.7343675094195836,2.6026896854443837
1152,P01,Raw Material Intake,M09,5.78,3.14,4.65,0.1555,50,0.6224,5.28,11.3,50.87,1,Morning,3,6,8,1,3.597472,0.8044968780330831,13.57,0.82104,1,2.509599262378372,1.7316555451583497
1153,P05,Surface Treatment,M08,12.28,2.45,1.1,0.1647,4,0.7085,2.71,15.39,55.45,1,Morning,1,8,7,1,8.70038,0.08957647428625874,15.83,0.44633700000000004,0,2.7966713927557385,0.7419373447293773
1154,P08,Packaging,M03,6.4,1.27,6.66,0.082,17,0.6312,5.67,14.17,60.53,0,Morning,4,4,2,1,4.03968,1.040623374025978,14.33,0.46494,0,2.719319793360441,2.0360119837525
1155,P09,Storage,M08,2.44,0.5,0.11,0.1071,7,0.4053,9.27,2.67,37.62,1,Afternoon,4,7,7,0,0.9889319999999999,0.045081782451711266,3.05,0.992817,0,1.3001916620664788,0.10436001532424277
1156,P05,Surface Treatment,M09,19.56,1.34,0.96,0.115,38,0.616,1.99,22.06,64.73,1,Afternoon,3,8,8,0,12.04896,0.049079729509340746,21.86,0.22885,0,3.138099514840913,0.6729444732424258
1157,P04,Welding,M06,20.25,0.99,53.17,0.0966,12,0.7004,2.91,74.21,98.12,1,Night,1,9,5,2,14.1831,2.6256777157147084,74.41,0.281106,0,4.320284200838311,3.9921272496698075
1158,P05,Surface Treatment,M07,19.43,5.71,24.74,0.0712,49,0.8326,2.78,49.61,90.05,1,Afternoon,3,8,6,0,16.177418,1.2732880734492673,49.879999999999995,0.19793599999999997,1,3.9241491852259864,3.2480462021679806
1159,P04,Welding,M10,21.6,7.21,3.66,0.201,141,0.4652,1.27,31.26,45.76,1,Morning,2,9,9,1,10.04832,0.1694443659979787,32.47,0.25527,1,3.473828072697063,1.5390154481375546
1160,P08,Packaging,M07,6.46,1.6,2.57,0.0862,21,0.4522,3.23,12.15,34.71,0,Afternoon,4,4,6,0,2.921212,0.3978322014981401,10.63,0.278426,0,2.5764217586237734,1.2725655957915476
1161,P09,Storage,M03,3.91,12.4,0.05,0.0755,34,0.8398,12.71,15.92,82.83,0,Afternoon,3,7,2,0,3.283618,0.012787691080073963,16.360000000000003,0.959605,0,2.8284963541780774,0.048790164169432
1162,P10,Dispatch,M03,5.04,2.87,3.05,0.077,16,0.6126,6.32,10.99,53.1,0,Afternoon,5,2,2,0,3.087504,0.6051575294493463,10.96,0.48664,0,2.4840729690394228,1.3987168811184478
1163,P03,Forming,M02,16.0,14.65,8.51,0.096,7,0.3919,1.86,39.86,49.55,0,Afternoon,5,3,1,0,6.2704,0.5318746675783328,39.16,0.17856000000000002,0,3.710151589389476,2.252343876557299
1164,P03,Forming,M08,16.73,4.71,4.34,0.121,74,0.4762,0.78,24.17,21.64,1,Night,4,3,7,2,7.966826,0.2594140708822051,25.78,0.09438,1,3.2256528091472245,1.6752256529721035
1165,P04,Welding,M03,20.12,2.54,0.57,0.1579,15,0.4501,1.51,22.18,50.78,1,Morning,5,9,2,1,9.056012,0.028330005800195922,23.23,0.23842900000000003,0,3.1432898379116057,0.4510756193602166
1166,P09,Storage,M07,2.55,0.5,3.2,0.1998,4,0.6735,12.19,7.94,51.75,1,Afternoon,4,7,6,0,1.7174249999999998,1.2548970396194525,6.25,2.435562,0,2.190535589185423,1.4350845252893227
1167,P06,Assembly,M02,25.51,0.82,49.24,0.1756,43,0.5231,0.1,76.8,4.25,1,Morning,5,0,1,1,13.344281,1.9302226851341886,75.57000000000001,0.017560000000000003,1,4.354141431184346,3.9168115221599433
1168,P07,Quality Inspection,M08,11.78,3.03,4.39,0.1221,77,0.6437,3.02,19.03,59.25,1,Night,1,5,7,2,7.5827860000000005,0.3726652184505786,19.2,0.368742,1,2.997231149677727,1.6845453849209058
1169,P09,Storage,M05,3.41,28.9,7.32,0.2059,5,0.8234,11.1,38.78,63.07,1,Morning,4,7,4,1,2.8077940000000003,2.146621270905364,39.63,2.28549,0,3.683364273425826,2.1186622548331173
1170,P06,Assembly,M07,22.75,0.5,30.93,0.1167,37,0.4983,1.64,54.69,62.25,1,Night,1,0,6,2,11.336325,1.3595598419517179,54.18,0.19138799999999997,0,4.019800597601577,3.4635460067266908
1171,P06,Assembly,M02,22.24,2.71,8.23,0.1456,111,0.8495,1.89,33.54,70.1,1,Afternoon,3,0,1,0,18.892879999999998,0.3700537904434396,33.18,0.275184,1,3.5421180727185324,2.222459048514761
1172,P02,Cutting,M01,11.5,0.5,3.93,0.1296,8,0.4243,2.39,16.72,45.84,1,Morning,2,1,0,1,4.87945,0.3417388332705798,15.93,0.309744,0,2.8746939451769347,1.5953389880545987
1173,P04,Welding,M06,23.98,2.62,8.72,0.2802,68,0.743,0.98,34.72,39.25,1,Afternoon,5,9,5,0,17.81714,0.3636362119949075,35.32,0.274596,1,3.575710756008298,2.2741856184723477
1174,P08,Packaging,M04,8.13,5.78,12.31,0.2332,31,0.9191,4.25,25.06,57.59,1,Afternoon,3,4,3,0,7.472283000000001,1.5141432790365572,26.22,0.9911,0,3.260401571696699,2.58851563240702
1175,P02,Cutting,M10,11.78,5.85,4.51,0.0647,37,0.7875,4.53,20.99,88.96,0,Morning,1,1,9,1,9.27675,0.3828519670187037,22.14,0.293091,0,3.09058780456667,1.706564623164823
1176,P07,Quality Inspection,M09,11.12,0.52,71.4,0.1005,15,0.7893,3.18,83.83,58.98,1,Morning,3,5,8,1,8.777016,6.420857535200059,83.04,0.31959000000000004,0,4.440649253819643,4.282206299391671
1177,P10,Dispatch,M05,3.46,3.63,4.09,0.0873,7,0.6377,10.79,10.02,62.25,0,Afternoon,5,2,4,0,2.206442,1.1820775084465074,11.18,0.941967,0,2.3997118037247684,1.6272778305624314
1178,P08,Packaging,M02,6.86,5.94,6.45,0.0925,40,0.467,4.19,19.99,47.93,0,Morning,2,4,1,1,3.2036200000000004,0.9402318655512164,19.25,0.38757500000000006,1,3.0440461338325417,2.0082140323914683
1179,P08,Packaging,M07,8.71,19.68,0.02,0.0925,16,0.5165,2.92,26.73,42.36,0,Afternoon,5,4,6,0,4.498715,0.002296208615145103,28.41,0.2701,0,3.322514859627687,0.019802627296179712
1180,P02,Cutting,M05,17.73,2.06,7.69,0.2226,55,0.806,2.03,27.07,59.88,1,Morning,4,1,4,1,14.29038,0.4337278997586578,27.48,0.45187799999999995,1,3.334701390373791,2.162172939277301
1181,P05,Surface Treatment,M09,17.88,5.48,0.34,0.2248,2,0.6813,1.29,22.02,38.52,1,Afternoon,2,8,8,0,12.181644,0.01901564932010665,23.7,0.289992,0,3.1363634032937364,0.29266961396282
1182,P09,Storage,M08,3.44,5.02,1.21,0.1534,20,0.5502,8.0,9.53,45.79,1,Morning,5,7,7,1,1.8926880000000001,0.3517431635373153,9.669999999999998,1.2272,0,2.354228326145884,0.7929925155296614
1183,P03,Forming,M02,13.42,1.16,7.37,0.075,22,0.7633,3.45,21.19,77.14,0,Night,2,3,1,2,10.243485999999999,0.5491799186438758,21.95,0.25875,0,3.0996417369445024,2.124653884501384
1184,P08,Packaging,M07,5.49,6.54,8.58,0.1018,10,0.5282,5.04,19.81,46.05,1,Morning,5,4,6,1,2.8998180000000002,1.5628386833539465,20.61,0.513072,0,3.035433640405543,2.259677591982769
1185,P10,Dispatch,M01,4.77,4.86,2.72,0.0811,21,0.6278,8.1,12.82,64.38,0,Afternoon,5,2,0,0,2.9946059999999997,0.570229412516955,12.35,0.65691,0,2.626116818339524,1.3137236682850553
1186,P02,Cutting,M03,7.78,1.15,7.44,0.1376,5,0.6574,5.23,16.96,67.78,1,Night,3,1,2,2,5.114572,0.9562969713406538,16.37,0.7196480000000001,0,2.8881470628740535,2.132982308607866
1187,P06,Assembly,M09,25.61,7.75,17.08,0.1281,38,0.4072,0.1,50.54,4.27,1,Morning,2,0,8,1,10.428392,0.6669267212312685,50.44,0.01281,0,3.942358205224219,2.89480635496403
1188,P08,Packaging,M10,8.3,0.76,2.22,0.0898,14,0.217,1.5,10.13,20.79,0,Morning,3,4,9,1,1.8011000000000001,0.2674695572655937,11.280000000000001,0.13470000000000001,0,2.4096441652874536,1.169381359556317
1189,P03,Forming,M10,12.3,0.86,6.04,0.0729,0,0.668,2.09,20.05,42.85,0,Morning,2,3,9,1,8.2164,0.4910565113361696,19.2,0.152361,0,3.0469005601283903,1.951608170169951
1190,P10,Dispatch,M02,3.6,9.02,3.6,0.1456,11,0.2996,4.69,15.39,28.14,1,Morning,4,2,1,1,1.07856,0.9999972222299383,16.22,0.6828640000000001,0,2.7966713927557385,1.5260563034950492
1191,P08,Packaging,M03,10.77,3.06,0.26,0.0713,31,0.4219,3.09,13.74,55.52,0,Afternoon,4,4,2,0,4.543863,0.02414111036108602,14.09,0.22031699999999999,0,2.6905648867611904,0.23111172096338664
1192,P04,Welding,M07,10.09,1.53,9.14,0.1556,20,0.8669,4.68,19.82,78.74,1,Morning,4,9,6,1,8.747021,0.905846475870688,20.759999999999998,0.7282079999999999,0,3.035914063186823,2.316487998163037
