Record_ID,Process_ID,Process_Name,Machine_ID,Cycle_Time_min,Setup_Time_min,Waiting_Time_min,Defect_Rate,Inventory_Level,Machine_Utilization,Production_Output_units_hr,Lead_Time_min,Efficiency_Score,Is_Bottleneck,Shift,Day_Of_Week
474,P07,Quality Inspection,M10,6.22,1.04,8.64,0.1711,81,0.5624,3.69,16.23,38.27,1,Morning,1
475,P07,Quality Inspection,M01,10.63,4.4,23.38,0.1686,56,0.3732,1.95,37.84,34.49,1,Night,2
476,P10,Dispatch,M10,6.18,16.3,3.58,0.0596,10,0.5429,4.31,26.05,44.43,0,Morning,2
477,P05,Surface Treatment,M09,14.26,11.98,5.08,0.1858,38,0.7092,1.93,31.13,45.9,1,Morning,2
478,P03,Forming,M08,13.94,0.5,0.24,0.0781,12,0.3933,0.83,14.59,19.39,0,Night,4
479,P03,Forming,M01,17.96,0.67,10.41,0.0968,52,0.487,0.69,27.38,20.59,0,Afternoon,5
480,P10,Dispatch,M03,5.88,2.49,1.72,0.0732,11,0.5604,5.07,10.49,49.69,0,Afternoon,4
481,P05,Surface Treatment,M02,21.92,6.09,3.39,0.2445,7,0.7129,1.83,30.69,66.72,1,Morning,3
482,P09,Storage,M08,3.67,0.69,3.02,0.2168,0,0.593,7.7,5.44,47.13,1,Afternoon,5
483,P08,Packaging,M09,8.06,1.63,28.53,0.0845,54,0.4202,3.67,39.44,49.27,1,Night,2
484,P01,Raw Material Intake,M05,5.52,2.94,5.52,0.09,0,0.3735,3.97,13.33,36.51,0,Afternoon,1
485,P07,Quality Inspection,M04,8.36,6.16,9.17,0.095,11,0.7712,5.98,23.07,83.33,0,Night,1
486,P09,Storage,M05,2.33,1.19,5.01,0.2336,28,0.5914,11.5,7.73,44.72,1,Night,1
487,P10,Dispatch,M05,5.53,0.89,9.63,0.0986,4,0.5113,5.7,16.46,52.57,0,Morning,5
488,P08,Packaging,M10,11.1,12.8,0.29,0.1225,42,0.8676,4.75,25.82,87.79,1,Morning,1
489,P06,Assembly,M01,27.98,0.69,14.95,0.1035,18,0.7083,1.24,43.74,57.68,1,Morning,5
490,P03,Forming,M02,15.6,3.64,12.91,0.0468,30,0.7612,3.37,31.7,87.75,0,Afternoon,3
491,P06,Assembly,M01,27.38,1.53,17.16,0.1078,24,0.6615,1.92,48.1,87.76,1,Morning,4
492,P09,Storage,M04,2.8,2.88,2.19,0.1093,92,0.7298,14.93,6.21,69.62,1,Afternoon,5
493,P04,Welding,M05,18.83,3.59,8.93,0.2754,125,0.6022,1.8,29.84,56.61,1,Night,3
494,P06,Assembly,M07,25.68,5.08,7.02,0.1668,11,0.8051,1.88,37.85,80.56,1,Morning,2
495,P01,Raw Material Intake,M06,4.34,15.92,0.77,0.1067,20,0.7466,8.81,20.15,63.76,1,Afternoon,4
496,P02,Cutting,M05,8.67,2.21,6.54,0.0706,22,0.4588,3.42,16.73,49.46,0,Morning,4
497,P05,Surface Treatment,M07,13.33,8.77,0.52,0.0369,5,0.4154,0.91,21.1,20.16,0,Afternoon,3
498,P10,Dispatch,M01,5.5,2.89,9.27,0.0818,24,0.5427,5.2,15.95,47.64,0,Morning,5
499,P02,Cutting,M10,9.62,8.15,1.0,0.0442,2,0.3037,0.73,18.74,11.78,0,Morning,5
500,P09,Storage,M04,2.63,0.5,5.3,0.1194,26,0.6767,13.46,8.83,59.08,1,Afternoon,4
501,P05,Surface Treatment,M03,18.61,2.47,6.77,0.0473,0,0.4805,0.85,28.8,26.49,0,Morning,3
502,P06,Assembly,M10,23.12,3.3,13.9,0.1449,76,0.8112,2.0,39.84,76.95,1,Morning,5
503,P08,Packaging,M10,6.93,2.34,11.62,0.0805,18,0.9183,8.3,21.05,95.88,1,Afternoon,5
504,P04,Welding,M08,20.17,4.42,12.94,0.1047,1,0.9511,2.02,37.85,68.01,1,Morning,5
505,P10,Dispatch,M03,4.24,11.52,3.7,0.0934,14,0.6159,7.33,19.46,51.77,0,Morning,1
506,P06,Assembly,M08,24.65,0.5,26.48,0.0977,36,0.8304,1.57,53.73,64.55,1,Morning,4
507,P03,Forming,M05,19.57,6.86,4.64,0.186,38,0.3017,0.66,31.62,21.37,1,Morning,3
508,P10,Dispatch,M03,4.27,1.39,23.94,0.0563,70,0.6325,8.55,30.15,60.88,1,Morning,1
509,P05,Surface Treatment,M08,15.62,7.9,3.13,0.101,9,0.8358,2.77,26.8,72.15,1,Morning,1
510,P01,Raw Material Intake,M09,5.12,0.5,1.54,0.0406,10,0.6898,8.06,7.8,68.74,0,Night,2
511,P04,Welding,M02,27.54,3.81,2.4,0.1164,59,0.345,1.32,34.46,60.64,1,Afternoon,3
512,P04,Welding,M03,30.4,7.37,21.65,0.0897,97,0.4908,0.37,60.53,18.87,1,Morning,3
513,P09,Storage,M02,2.82,0.5,11.72,0.1931,40,0.2871,5.38,13.01,25.29,1,Afternoon,2
514,P07,Quality Inspection,M09,7.26,0.5,6.8,0.1973,9,0.6487,4.93,14.85,59.65,1,Afternoon,5
515,P08,Packaging,M03,9.15,8.15,1.02,0.1159,25,0.5656,3.01,18.26,45.91,1,Morning,5
516,P10,Dispatch,M09,4.78,2.1,16.55,0.0952,0,0.6998,8.32,23.19,66.29,1,Morning,5
517,P05,Surface Treatment,M01,23.73,3.8,0.48,0.1861,7,0.2929,0.45,26.75,17.75,1,Morning,5
518,P04,Welding,M06,23.87,12.25,12.71,0.1806,79,0.6154,1.6,49.54,63.76,1,Night,4
519,P05,Surface Treatment,M02,19.07,0.73,0.34,0.0873,35,0.7711,2.86,20.73,91.05,0,Night,3
520,P07,Quality Inspection,M09,9.46,4.38,59.08,0.1936,61,0.6211,3.38,72.75,53.33,1,Morning,4
521,P09,Storage,M06,3.18,2.02,3.5,0.1048,0,0.4728,8.36,7.45,44.36,1,Night,1
522,P04,Welding,M08,25.16,3.66,99.89,0.1067,1,0.7384,2.11,125.66,88.48,1,Morning,2
523,P06,Assembly,M02,25.38,6.51,2.59,0.198,104,0.8467,1.29,36.73,54.37,1,Afternoon,1
524,P02,Cutting,M10,12.94,0.5,2.14,0.1303,19,0.2557,0.24,15.02,5.28,1,Morning,4
525,P01,Raw Material Intake,M02,5.08,19.93,2.06,0.1207,7,0.4713,5.84,26.27,49.44,1,Night,3
526,P02,Cutting,M01,12.53,5.74,5.16,0.1059,11,0.5764,3.63,23.18,75.92,1,Night,2
527,P06,Assembly,M08,24.14,4.9,30.27,0.1624,109,0.7331,1.5,57.87,60.28,1,Morning,1
528,P09,Storage,M09,2.74,3.04,8.32,0.0696,22,0.7893,14.82,13.26,67.56,0,Night,2
529,P07,Quality Inspection,M10,4.96,2.96,10.58,0.0981,7,0.695,7.46,18.51,61.68,0,Afternoon,4
530,P05,Surface Treatment,M04,16.5,6.32,7.19,0.0739,7,0.5272,1.89,30.07,51.92,0,Morning,2
531,P07,Quality Inspection,M06,7.46,6.11,6.89,0.1382,49,0.5551,4.66,19.0,57.86,1,Afternoon,3
532,P03,Forming,M06,10.51,17.32,0.44,0.0706,6,0.249,1.51,27.71,26.43,0,Morning,1
533,P02,Cutting,M02,13.25,7.88,12.78,0.0801,4,0.5243,1.22,33.75,26.94,0,Night,3
534,P10,Dispatch,M03,4.5,19.38,0.46,0.0829,8,0.5432,6.55,23.41,49.17,0,Morning,3
535,P06,Assembly,M06,27.09,10.36,8.9,0.1451,14,0.7497,1.56,46.45,70.44,1,Afternoon,2
536,P08,Packaging,M05,7.66,6.11,1.06,0.1205,5,0.4205,3.24,15.09,41.34,1,Morning,1
537,P02,Cutting,M06,10.66,7.58,1.69,0.2002,35,0.8995,3.96,21.51,70.38,1,Morning,5
538,P06,Assembly,M06,20.96,5.02,42.43,0.1375,46,0.7887,2.41,68.41,84.11,1,Morning,5
539,P04,Welding,M10,20.56,7.94,1.02,0.1509,0,0.6591,1.62,27.87,55.65,1,Night,5
540,P08,Packaging,M04,7.29,2.55,2.75,0.1796,10,0.8053,5.48,12.79,66.56,1,Night,1
541,P04,Welding,M04,24.32,13.9,34.94,0.1206,10,0.9189,1.76,74.07,71.2,1,Night,2
542,P04,Welding,M05,22.55,36.81,22.19,0.119,28,0.9115,2.73,80.65,102.64,1,Afternoon,1
543,P09,Storage,M06,2.48,6.53,15.23,0.0735,0,0.807,17.13,24.36,70.86,1,Afternoon,1
544,P03,Forming,M03,19.28,3.1,12.06,0.1245,27,0.7589,2.14,35.78,68.75,1,Morning,3
545,P04,Welding,M01,17.87,4.74,3.64,0.1454,1,0.8546,3.02,24.73,89.95,1,Afternoon,1
546,P10,Dispatch,M01,2.79,1.98,2.92,0.07,26,0.3813,6.65,6.19,30.94,0,Night,3
547,P05,Surface Treatment,M05,18.32,9.6,2.54,0.0762,64,0.6426,2.16,29.94,65.86,0,Morning,5
548,P07,Quality Inspection,M09,8.18,1.76,3.47,0.0898,69,0.6226,4.55,13.87,62.03,0,Afternoon,2
549,P10,Dispatch,M06,4.42,1.58,2.98,0.0708,9,0.8262,10.38,9.4,76.46,0,Afternoon,4
550,P03,Forming,M05,14.08,2.63,1.47,0.1037,1,0.3919,1.4,18.98,32.93,1,Morning,5
551,P06,Assembly,M07,33.13,0.75,8.56,0.1447,7,0.8703,0.88,43.44,48.8,1,Afternoon,4
552,P02,Cutting,M08,13.08,4.05,6.78,0.0809,11,0.5616,2.34,24.88,50.96,0,Night,4
553,P06,Assembly,M02,23.46,3.07,82.26,0.3158,34,0.5909,0.38,109.55,14.68,1,Afternoon,1
554,P05,Surface Treatment,M02,19.89,6.23,2.75,0.0472,12,0.7978,2.09,30.44,69.37,0,Afternoon,4
555,P07,Quality Inspection,M08,9.59,15.43,5.68,0.0945,3,0.56,2.71,30.87,43.29,0,Night,4
556,P07,Quality Inspection,M09,10.39,0.71,0.45,0.1421,65,0.8135,3.67,10.39,63.58,1,Night,4
557,P02,Cutting,M10,12.13,10.94,5.92,0.0462,20,0.2052,1.27,27.77,25.63,0,Night,3
558,P04,Welding,M03,17.74,3.39,10.02,0.122,53,0.8667,3.16,30.21,93.33,1,Morning,1
559,P10,Dispatch,M05,4.99,0.5,1.03,0.0672,59,0.7418,8.77,5.31,72.88,0,Night,4
560,P10,Dispatch,M02,5.85,6.13,6.41,0.106,8,0.7356,6.65,16.65,64.9,1,Night,1
561,P06,Assembly,M10,19.72,2.65,14.92,0.1421,9,0.9235,1.76,36.52,57.86,1,Morning,3
562,P03,Forming,M05,14.04,3.41,0.28,0.0468,0,0.4648,2.48,17.41,58.1,0,Morning,1
563,P07,Quality Inspection,M06,8.25,5.26,12.9,0.1277,6,0.6029,3.83,25.73,52.6,1,Morning,5
564,P08,Packaging,M05,8.71,6.17,0.72,0.0403,2,0.9035,6.19,16.86,89.84,1,Morning,2
565,P05,Surface Treatment,M05,24.5,1.42,8.96,0.1187,16,0.4512,0.35,35.56,14.35,1,Afternoon,2
566,P02,Cutting,M03,15.05,0.83,0.34,0.045,17,0.3257,2.05,15.05,51.34,0,Night,3
567,P07,Quality Inspection,M08,8.46,1.74,5.86,0.1467,51,0.7534,3.27,15.49,46.12,1,Morning,2
568,P01,Raw Material Intake,M06,4.24,0.5,1.76,0.059,17,0.5912,7.86,6.62,55.62,0,Night,2
569,P03,Forming,M02,14.87,2.17,11.82,0.1393,58,0.7479,2.82,29.13,69.96,1,Night,2
570,P02,Cutting,M06,9.39,2.48,14.65,0.1045,55,0.3941,1.56,27.48,24.35,1,Morning,4
571,P10,Dispatch,M09,5.24,1.46,8.08,0.1096,36,0.5626,6.13,14.95,53.49,1,Afternoon,3
572,P10,Dispatch,M07,5.36,2.21,3.59,0.1256,61,0.9587,8.81,11.06,78.72,1,Night,3
573,P01,Raw Material Intake,M07,3.82,0.5,2.71,0.1653,69,0.4615,5.1,6.63,32.43,1,Afternoon,1
574,P02,Cutting,M01,9.22,2.74,1.46,0.2455,25,0.7108,3.81,12.41,58.57,1,Afternoon,5
575,P04,Welding,M03,17.09,16.56,11.73,0.2348,8,0.9769,3.4,45.21,96.91,1,Morning,1
576,P07,Quality Inspection,M09,9.57,1.19,15.38,0.2534,247,0.733,3.23,25.29,51.45,1,Afternoon,4
577,P10,Dispatch,M02,3.3,5.33,5.13,0.2725,15,0.328,5.06,12.38,27.8,1,Morning,5
578,P06,Assembly,M09,19.41,9.53,29.89,0.0846,8,0.5621,1.91,59.51,61.74,1,Morning,1
579,P02,Cutting,M09,10.3,2.13,9.92,0.0406,7,0.5648,3.41,22.98,58.45,0,Morning,1
580,P05,Surface Treatment,M03,14.88,9.27,6.33,0.0879,18,0.6385,2.39,32.24,59.25,0,Night,2
581,P06,Assembly,M07,29.32,5.11,18.71,0.1309,15,0.5481,0.7,51.79,34.3,1,Afternoon,2
582,P05,Surface Treatment,M06,15.46,0.5,2.42,0.1153,36,0.4865,1.29,17.66,33.33,1,Afternoon,2
583,P07,Quality Inspection,M06,9.81,5.96,6.33,0.1974,25,0.9002,4.4,21.6,71.92,1,Afternoon,2
584,P03,Forming,M06,16.39,0.94,2.77,0.0804,8,0.5302,2.0,19.81,54.61,0,Night,1
585,P09,Storage,M09,3.41,2.55,0.17,0.087,18,0.6672,11.53,6.33,65.45,0,Night,3
586,P07,Quality Inspection,M03,12.42,7.16,6.09,0.1666,20,0.6513,3.45,27.35,71.31,1,Morning,1
587,P09,Storage,M01,3.24,1.85,2.64,0.0643,20,0.6169,11.41,7.6,61.52,0,Afternoon,5
588,P08,Packaging,M10,8.28,6.57,5.46,0.0739,0,0.7883,5.48,21.18,75.64,0,Night,1
589,P01,Raw Material Intake,M02,3.89,3.11,0.86,0.1702,14,0.5932,8.18,7.65,53.07,1,Afternoon,5
590,P01,Raw Material Intake,M10,6.29,0.72,0.59,0.1066,11,0.8772,7.14,7.9,74.87,1,Morning,2
591,P08,Packaging,M02,7.92,4.31,0.34,0.0558,42,0.6064,4.25,12.52,56.12,0,Afternoon,1
592,P08,Packaging,M04,5.9,19.78,2.2,0.169,26,0.3279,2.7,29.07,26.58,1,Morning,5
593,P10,Dispatch,M05,4.73,3.35,11.03,0.0674,34,0.4567,4.6,19.85,36.26,0,Morning,5
594,P10,Dispatch,M01,5.05,8.9,2.27,0.1594,77,0.5596,6.27,15.53,52.71,1,Afternoon,2
595,P07,Quality Inspection,M03,11.94,5.01,16.16,0.1069,87,0.7671,2.8,34.52,55.67,1,Morning,4
596,P02,Cutting,M01,11.56,4.93,2.05,0.1011,1,0.7782,3.92,17.61,75.47,1,Night,4
597,P05,Surface Treatment,M08,22.08,0.9,2.58,0.0656,56,0.766,1.62,25.63,59.59,0,Morning,5
598,P01,Raw Material Intake,M01,5.34,2.08,3.92,0.1599,18,0.2375,1.89,10.36,16.84,1,Afternoon,1
599,P10,Dispatch,M04,4.66,6.17,3.54,0.1116,5,0.626,7.3,13.99,56.67,1,Morning,3
600,P06,Assembly,M10,25.07,4.51,24.63,0.1893,29,0.6073,1.19,55.04,49.53,1,Afternoon,1
601,P05,Surface Treatment,M02,20.15,2.06,3.37,0.0604,1,0.8923,2.54,26.97,85.38,1,Afternoon,3
602,P07,Quality Inspection,M03,10.2,1.82,13.68,0.1758,35,0.5944,2.69,26.26,45.65,1,Morning,1
603,P05,Surface Treatment,M04,18.12,7.11,1.54,0.1309,2,0.5533,1.87,26.96,56.59,1,Morning,5
604,P03,Forming,M06,15.69,8.02,2.25,0.1082,24,0.5688,2.6,24.22,67.88,1,Afternoon,4
605,P02,Cutting,M08,11.22,12.08,6.29,0.0724,19,0.3083,1.29,29.31,24.14,0,Afternoon,4
606,P02,Cutting,M09,10.2,2.23,4.34,0.094,9,0.7261,4.18,17.42,71.07,0,Morning,3
607,P04,Welding,M04,14.19,0.95,2.46,0.092,11,0.5862,1.95,17.23,46.19,0,Afternoon,2
608,P09,Storage,M05,3.14,4.23,7.4,0.0846,52,0.7464,13.24,13.77,69.33,0,Night,2
609,P08,Packaging,M07,6.75,0.5,3.85,0.0813,2,0.5769,4.95,11.6,55.73,0,Afternoon,1
610,P06,Assembly,M02,22.64,3.43,10.46,0.1684,105,0.8335,2.61,36.11,98.36,1,Afternoon,1
611,P01,Raw Material Intake,M02,4.38,14.44,3.64,0.08,11,0.5199,6.71,23.89,49.01,0,Night,2
612,P03,Forming,M08,15.21,10.16,1.09,0.0515,24,0.4662,1.16,27.14,29.37,0,Afternoon,1
613,P01,Raw Material Intake,M04,6.08,1.27,3.24,0.1049,9,0.5984,5.08,13.31,51.51,1,Morning,4
614,P04,Welding,M04,22.43,5.35,11.47,0.1644,137,0.8242,1.37,39.32,51.4,1,Afternoon,1
615,P02,Cutting,M09,12.56,2.85,2.78,0.0552,70,0.3887,2.05,17.76,42.81,0,Afternoon,3
616,P06,Assembly,M08,31.7,4.92,35.2,0.1194,46,0.6636,0.37,69.21,19.31,1,Afternoon,4
617,P09,Storage,M07,4.15,9.7,3.37,0.0591,7,0.4059,5.05,17.22,34.88,0,Morning,4
618,P03,Forming,M04,11.8,11.3,5.89,0.2173,12,0.5552,2.53,28.51,49.72,1,Night,5
619,P09,Storage,M04,3.17,2.99,1.95,0.0698,33,0.9543,16.29,10.0,86.08,1,Night,2
620,P06,Assembly,M01,25.82,1.51,27.84,0.1063,7,0.8439,1.87,55.4,80.28,1,Morning,2
621,P04,Welding,M02,21.03,11.42,31.51,0.098,14,0.6447,2.12,62.0,74.32,1,Morning,4
622,P05,Surface Treatment,M09,13.08,5.45,0.82,0.1148,68,0.2949,1.65,19.84,35.88,1,Afternoon,2
623,P06,Assembly,M09,29.84,5.7,25.46,0.1473,6,0.8315,1.74,60.17,86.35,1,Morning,5
624,P10,Dispatch,M02,4.34,0.5,2.56,0.1503,1,0.423,3.91,7.42,28.25,1,Night,5
625,P06,Assembly,M03,21.14,1.1,20.58,0.1558,56,0.7323,1.35,43.11,47.63,1,Afternoon,3
626,P01,Raw Material Intake,M04,5.51,0.66,4.16,0.1822,8,0.8389,7.42,10.83,68.12,1,Night,2
627,P08,Packaging,M09,7.81,4.41,4.03,0.0889,1,0.3871,2.28,15.54,29.72,0,Afternoon,5
628,P03,Forming,M05,18.32,0.98,10.32,0.116,77,0.3596,0.73,27.89,22.26,1,Morning,4
629,P06,Assembly,M04,28.92,27.14,1.59,0.116,21,0.7173,1.35,57.47,65.15,1,Night,5
630,P08,Packaging,M08,8.54,7.94,4.99,0.0584,5,0.4278,2.49,22.12,35.4,0,Afternoon,1
631,P10,Dispatch,M01,5.72,5.86,2.75,0.1534,30,0.7382,7.31,15.08,69.77,1,Afternoon,5
632,P04,Welding,M09,17.51,1.62,2.2,0.1405,10,0.7345,2.75,21.52,80.31,1,Afternoon,5
633,P10,Dispatch,M05,5.19,6.07,4.76,0.063,56,0.4498,3.94,15.52,34.05,0,Afternoon,1
634,P05,Surface Treatment,M05,15.05,0.5,0.06,0.0912,19,0.6101,1.99,15.05,49.81,0,Afternoon,1
635,P09,Storage,M06,2.96,7.68,3.32,0.0468,19,0.4972,9.46,13.67,46.67,0,Night,2
636,P07,Quality Inspection,M04,11.42,0.5,22.42,0.1111,74,0.5187,1.88,35.52,35.8,1,Afternoon,4
637,P07,Quality Inspection,M07,12.9,0.53,30.0,0.124,6,0.8102,3.91,44.05,84.08,1,Afternoon,3
638,P02,Cutting,M03,15.56,1.2,2.71,0.1655,1,0.6079,1.12,19.26,29.01,1,Night,1
639,P02,Cutting,M03,11.45,14.43,4.45,0.0584,14,0.5301,2.21,29.22,42.2,0,Morning,5
640,P05,Surface Treatment,M03,22.84,2.55,3.08,0.0899,21,0.7732,1.36,29.1,51.75,0,Night,5
641,P07,Quality Inspection,M03,10.39,0.64,0.11,0.1187,34,0.3725,1.85,10.8,32.1,1,Morning,4
642,P09,Storage,M08,3.86,3.44,0.8,0.0688,37,0.5051,7.79,9.58,50.11,0,Morning,2
643,P10,Dispatch,M09,1.08,3.04,1.15,0.0995,22,0.4536,22.93,6.48,41.17,0,Morning,2
644,P01,Raw Material Intake,M03,3.32,5.08,1.81,0.0475,23,0.2741,4.94,10.95,27.36,0,Afternoon,5
645,P09,Storage,M05,2.93,5.68,8.93,0.0605,85,0.6298,12.6,17.52,61.55,0,Morning,2
646,P06,Assembly,M05,28.06,8.94,19.06,0.1352,35,0.8058,1.2,56.98,56.29,1,Morning,1
647,P02,Cutting,M03,13.34,7.6,2.83,0.194,12,0.3554,1.12,21.54,24.92,1,Afternoon,2
648,P07,Quality Inspection,M06,12.08,2.42,0.32,0.1254,91,0.4204,1.94,14.04,39.11,1,Night,1
649,P04,Welding,M09,26.22,9.17,32.87,0.1482,202,0.6741,1.72,68.32,75.38,1,Night,5
650,P02,Cutting,M05,9.05,2.77,4.63,0.0474,0,0.5922,3.31,16.0,50.02,0,Afternoon,5
651,P08,Packaging,M04,9.0,1.23,1.48,0.0737,39,0.7387,4.2,12.35,63.06,0,Afternoon,1
652,P03,Forming,M02,21.97,2.41,2.65,0.141,6,0.3978,0.31,27.04,11.28,1,Morning,5
653,P08,Packaging,M03,7.66,9.22,11.87,0.0565,21,0.948,6.89,28.67,87.96,1,Morning,4
654,P01,Raw Material Intake,M08,7.35,3.15,4.29,0.0599,18,0.5891,5.17,14.88,63.34,0,Afternoon,1
655,P06,Assembly,M10,33.4,2.72,2.03,0.1375,16,0.8787,1.6,37.8,89.16,1,Night,5
656,P09,Storage,M09,2.78,2.59,5.67,0.0682,23,0.4475,8.11,10.65,37.53,0,Morning,3
657,P09,Storage,M10,2.66,6.34,10.44,0.0439,39,0.811,17.46,17.38,77.35,0,Night,2
658,P03,Forming,M06,18.02,0.82,10.73,0.0785,43,0.7132,1.8,30.26,53.96,0,Afternoon,4
659,P10,Dispatch,M06,6.81,0.63,1.44,0.1522,2,0.3776,3.23,9.01,36.59,1,Afternoon,2
660,P10,Dispatch,M06,4.46,0.6,0.38,0.1226,1,0.6033,6.23,6.07,46.35,1,Morning,3
661,P07,Quality Inspection,M07,8.92,3.16,5.31,0.1139,43,0.7732,4.5,16.94,66.94,1,Morning,1
662,P04,Welding,M03,15.53,0.5,21.38,0.1179,19,0.8542,3.05,38.98,78.89,1,Afternoon,1
663,P07,Quality Inspection,M01,10.71,4.42,18.99,0.1389,65,0.7262,3.32,34.07,59.27,1,Afternoon,3
664,P03,Forming,M02,14.37,2.23,1.73,0.1275,60,0.393,1.1,18.41,26.26,1,Afternoon,5
665,P10,Dispatch,M08,5.31,11.33,0.58,0.0506,10,0.7308,7.9,19.0,69.91,0,Morning,4
666,P09,Storage,M10,2.19,0.81,7.88,0.0598,19,0.9356,24.06,11.44,87.88,1,Afternoon,1
667,P03,Forming,M09,16.75,0.84,3.26,0.0809,2,0.4644,0.58,21.17,16.1,0,Night,5
668,P08,Packaging,M05,6.7,7.6,0.75,0.0712,35,0.5035,4.2,15.57,46.93,0,Afternoon,4
669,P01,Raw Material Intake,M02,5.65,8.14,4.03,0.0741,30,0.6443,6.37,16.98,59.97,0,Afternoon,4
670,P03,Forming,M04,14.2,0.5,10.87,0.1396,44,0.6295,2.29,26.77,54.15,1,Morning,3
671,P06,Assembly,M06,30.46,1.2,11.12,0.1738,36,0.6584,1.77,40.72,89.7,1,Afternoon,3
672,P05,Surface Treatment,M06,19.55,0.5,3.78,0.0998,4,0.4344,0.92,21.97,30.08,0,Morning,1
673,P10,Dispatch,M07,4.52,0.5,1.35,0.108,13,0.7928,9.88,6.06,74.47,1,Morning,3
674,P01,Raw Material Intake,M02,5.15,0.94,0.34,0.1631,46,0.6459,6.29,6.71,54.01,1,Afternoon,2
675,P03,Forming,M04,13.46,1.35,10.47,0.1355,10,0.5128,1.6,24.34,35.88,1,Afternoon,2
676,P02,Cutting,M07,10.01,5.63,3.98,0.0755,8,0.4821,1.49,21.19,24.92,0,Afternoon,1
677,P04,Welding,M07,21.7,2.29,4.66,0.1407,53,0.6678,1.98,28.29,71.47,1,Afternoon,4
678,P07,Quality Inspection,M04,8.05,4.31,10.82,0.1338,13,0.6855,4.54,21.44,60.86,1,Night,2
679,P02,Cutting,M04,14.21,1.46,2.2,0.0505,2,0.761,3.38,17.6,80.11,0,Night,5
680,P08,Packaging,M08,8.37,0.5,2.17,0.1719,16,0.5267,2.45,11.34,34.22,1,Afternoon,3
681,P07,Quality Inspection,M07,8.11,0.5,3.76,0.1629,10,0.8642,4.95,10.9,66.96,1,Morning,4
682,P02,Cutting,M10,15.63,7.18,1.52,0.138,3,0.4136,2.51,24.0,65.35,1,Morning,2
683,P10,Dispatch,M02,4.86,3.8,2.85,0.1627,28,0.4295,4.45,10.14,36.04,1,Night,1
684,P03,Forming,M06,14.89,1.82,2.27,0.0997,17,0.4855,0.79,17.5,19.53,0,Afternoon,5
685,P04,Welding,M10,20.89,1.22,37.21,0.1152,11,0.5092,1.56,57.66,54.23,1,Morning,2
686,P07,Quality Inspection,M04,9.83,8.79,0.5,0.1126,20,0.8329,5.83,17.17,95.46,1,Morning,4
687,P07,Quality Inspection,M06,8.59,14.76,2.76,0.145,16,0.879,5.23,26.37,74.9,1,Afternoon,1
688,P08,Packaging,M10,6.32,11.59,0.96,0.1222,32,0.253,1.92,19.52,20.22,1,Night,2
689,P10,Dispatch,M09,4.92,1.24,17.74,0.0542,4,0.6955,8.41,23.98,68.97,1,Night,4
690,P05,Surface Treatment,M05,19.77,3.47,0.55,0.0493,22,0.8086,3.39,23.77,111.76,0,Morning,2
691,P08,Packaging,M06,6.96,3.07,5.69,0.0784,55,0.5625,4.58,17.0,53.1,0,Morning,1
692,P04,Welding,M02,17.52,13.6,38.51,0.2555,78,0.6594,0.9,69.92,26.31,1,Afternoon,2
693,P08,Packaging,M07,9.21,9.58,1.42,0.0969,45,0.5471,3.47,19.48,53.24,0,Afternoon,4
694,P01,Raw Material Intake,M04,5.37,5.33,6.62,0.111,25,0.3357,3.98,15.72,35.62,1,Afternoon,4
695,P07,Quality Inspection,M01,8.7,1.55,8.46,0.1817,6,0.6534,3.97,18.25,57.54,1,Afternoon,3
696,P02,Cutting,M05,10.74,1.15,5.79,0.1129,10,0.605,1.78,17.13,31.86,1,Afternoon,5
697,P09,Storage,M06,3.83,0.5,7.11,0.1485,20,0.8085,11.57,14.04,73.76,1,Morning,3
698,P03,Forming,M05,15.31,1.94,2.13,0.0921,14,0.5575,0.77,19.58,19.52,0,Morning,3
699,P02,Cutting,M06,14.43,0.5,7.59,0.0911,11,0.5153,1.52,23.98,36.6,0,Night,2
700,P08,Packaging,M05,8.32,1.41,3.52,0.1039,53,0.8728,5.33,12.8,73.98,1,Morning,1
701,P02,Cutting,M08,11.02,13.14,1.49,0.0837,38,0.6766,2.96,25.75,54.35,0,Night,4
702,P09,Storage,M10,2.82,2.4,1.52,0.144,25,0.757,13.63,7.26,64.07,1,Morning,5
703,P03,Forming,M08,15.89,2.53,4.39,0.0546,61,0.6103,2.56,24.3,67.91,0,Morning,4
704,P08,Packaging,M03,9.34,2.75,7.43,0.1273,3,0.2188,2.03,19.69,31.59,1,Afternoon,1
705,P06,Assembly,M01,22.4,1.11,27.21,0.1411,108,0.644,1.55,49.35,57.78,1,Morning,1
706,P10,Dispatch,M04,4.31,4.61,3.03,0.1315,127,0.5786,7.47,12.37,53.61,1,Night,2
707,P10,Dispatch,M05,4.3,3.03,3.39,0.1161,13,0.4816,6.27,12.86,44.96,1,Afternoon,2
708,P07,Quality Inspection,M07,13.51,1.44,18.78,0.1155,16,0.7568,3.4,33.45,76.55,1,Afternoon,2
709,P02,Cutting,M01,12.47,3.59,7.79,0.0991,31,0.5224,1.72,23.75,35.82,0,Morning,4
710,P05,Surface Treatment,M01,18.77,2.81,4.35,0.0573,13,0.4424,0.81,25.27,25.33,0,Night,3
711,P02,Cutting,M10,9.21,3.57,2.69,0.0712,51,0.8164,4.61,14.42,70.75,0,Afternoon,2
